Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A3NXL2	ACPS_BURP0	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BURPS1106A_2836	Burkholderia pseudomallei (strain 1106a)	143
A1B4I6	ACCA_PARDP	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Pden_2339	Paracoccus denitrificans (strain Pd 1222)	318
B5BDD0	ACPH_SALPK	reviewed	Acyl carrier protein phosphodiesterase (ACP phosphodiesterase) (EC 3.1.4.14)	acpH SSPA2163	Salmonella paratyphi A (strain AKU_12601)	193
A5CU72	ACPS_CLAM3	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CMM_2575	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)	119
A6M302	ACPS_CLOB8	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Cbei_4876	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	123
B0RD39	ACPS_CLAMS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CMS0519	Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1) (Corynebacterium sepedonicum)	119
B2TWF8	FABR_SHIB3	reviewed	HTH-type transcriptional repressor FabR	fabR SbBS512_E4449	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	215
Q254H8	ACPS_CHLFF	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CF0538	Chlamydia felis (strain Fe/C-56) (Chlamydophila felis)	122
Q830B4	ACCD_ENTFA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD EF_2876	Enterococcus faecalis (strain ATCC 700802 / V583)	288
Q97IA5	ACP_CLOAB	reviewed	Acyl carrier protein (ACP)	acpP CA_C1747	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	77
A4WCV0	ACCD_ENT38	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Ent638_2865	Enterobacter sp. (strain 638)	301
A3CQ51	ACCD_STRSV	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SSA_1931	Streptococcus sanguinis (strain SK36)	287
Q606L6	ACP_METCA	reviewed	Acyl carrier protein (ACP)	acpP MCA2000	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	76
A5GKV9	ACCD_SYNPW	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SynWH7803_1148	Synechococcus sp. (strain WH7803)	292
B4RAG3	ACP_PHEZH	reviewed	Acyl carrier protein (ACP)	acpP PHZ_c1559	Phenylobacterium zucineum (strain HLK1)	79
Q2KE80	ACCD_RHIEC	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD RHE_CH00023	Rhizobium etli (strain CFN 42 / ATCC 51251)	301
Q1AU96	ACCD_RUBXD	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Rxyl_2088	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)	257
Q5L6A8	ACCA_CHLAB	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CAB367	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)	324
B8IMY6	ACPS_METNO	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Mnod_7365	Methylobacterium nodulans (strain LMG 21967 / CNCM I-2342 / ORS 2060)	132
P44873	ATOB_HAEIN	reviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	atoB thi thl HI_0771	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	393
Q6MT35	ACPS_MYCMS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS MSC_0578	Mycoplasma mycoides subsp. mycoides SC (strain PG1)	110
Q4USP4	ACCA_XANC8	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA XC_2881	Xanthomonas campestris pv. campestris (strain 8004)	319
A4TKX4	ACPS_YERPP	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS YPDSF_1549	Yersinia pestis (strain Pestoides F)	126
Q8FL03	ACCA_ECOL6	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA c0223	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	319
A1SF35	ACPS_NOCSJ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Noca_0897	Nocardioides sp. (strain ATCC BAA-499 / JS614)	116
B2I6R7	ACCA_XYLF2	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA XfasM23_0152	Xylella fastidiosa (strain M23)	319
Q1MJ56	ACPS_RHIL3	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RL1509	Rhizobium leguminosarum bv. viciae (strain 3841)	134
Q87MP2	ACCD1_VIBPA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 1 (ACCase subunit beta 1) (Acetyl-CoA carboxylase carboxyltransferase subunit beta 1) (EC 2.1.3.15)	accD1 VP2189	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	308
A3M2B3	ACCA_ACIBT	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA A1S_0608	Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377)	273
A4IXL3	ACCA_FRATW	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA FTW_0793	Francisella tularensis subsp. tularensis (strain WY96-3418)	315
Q214J8	ACPS_RHOPB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RPC_2638	Rhodopseudomonas palustris (strain BisB18)	139
Q21XM1	ACPS_RHOFT	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rfer_1753	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	130
O67611	ACP_AQUAE	reviewed	Acyl carrier protein (ACP)	acpP aq_1716.1 aq_1717A	Aquifex aeolicus (strain VF5)	78
B8JBG5	ACPS_ANAD2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS A2cp1_2454	Anaeromyxobacter dehalogenans (strain 2CP-1 / ATCC BAA-258)	128
A7HCT8	ACPS_ANADF	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Anae109_2332	Anaeromyxobacter sp. (strain Fw109-5)	129
Q5PAZ6	ACPS_ANAMM	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS AM506	Anaplasma marginale (strain St. Maries)	120
A6VNE6	ACCA_ACTSZ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Asuc_1127	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	317
B7GWQ6	ACCD_ACIB3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ABBFA_000593	Acinetobacter baumannii (strain AB307-0294)	298
B4UEM2	ACPS_ANASK	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS AnaeK_2366	Anaeromyxobacter sp. (strain K)	128
Q3J5W3	ACPS_RHOS4	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RHOS4_02530 RSP_1673	Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158)	137
A8GW65	ACPS_RICB8	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS A1I_03695	Rickettsia bellii (strain OSU 85-389)	127
A0RJJ7	ACCA_BACAH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BALH_4183	Bacillus thuringiensis (strain Al Hakam)	324
B7IU30	ACPS_BACC2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BCG9842_B5060	Bacillus cereus (strain G9842)	119
A7NPN5	ACPS_ROSCS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rcas_3481	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	136
O54439	ACP1_PSEAE	reviewed	Acyl carrier protein 1 (ACP 1)	acpP1 acpP PA2966	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	78
Q1CTX0	ACCA_HELPH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA HPAG1_0535	Helicobacter pylori (strain HPAG1)	312
Q9ZLS3	ACCA_HELPJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA jhp_0504	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	312
A4FPF7	ACPS_SACEN	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SACE_6767	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	122
B9J0N5	ACPS_BACCQ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BCQ_0266	Bacillus cereus (strain Q1)	119
B3EU20	ACCD_AMOA5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Aasi_1431	Amoebophilus asiaticus (strain 5a2)	281
P9WPP3	CP124_MYCTU	reviewed	Methyl-branched lipid omega-hydroxylase (EC 1.14.15.14) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 124) (Steroid C26-monooxygenase) (EC 1.14.15.28) (Steroid C27-monooxygenase)	cyp124 Rv2266 MTCY339.44c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	428
A0KZM8	ACPS_SHESA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Shewana3_3022	Shewanella sp. (strain ANA-3)	127
A2SAY0	ACCA_BURM9	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BMA10229_A3158	Burkholderia mallei (strain NCTC 10229)	323
Q39EZ0	ACCA_BURL3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Bcep18194_A5382	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	323
A1QYG3	ACPS_BORT9	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BT0010	Borrelia turicatae (strain 91E135)	125
Q2YN04	ACPS_BRUA2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BAB1_0679	Brucella abortus (strain 2308)	134
Q57E83	ACPS_BRUAB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BruAb1_0676	Brucella abortus biovar 1 (strain 9-941)	134
Q9JRV8	ACCA_NEIMB	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA1 NMB1139; accA2 NMB1177	Neisseria meningitidis serogroup B (strain MC58)	319
P0A8V6	FADR_ECOLI	reviewed	Fatty acid metabolism regulator protein	fadR oleR thdB b1187 JW1176	Escherichia coli (strain K12)	239
Q82VP5	ACCA_NITEU	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA NE1021	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	322
B9MKY6	ACPS_CALBD	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Athe_1906	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	121
Q97LR5	ACPS_CLOAB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CA_C0489	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	124
A0PY92	ACPS_CLONN	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS NT01CX_1261	Clostridium novyi (strain NT)	138
Q0SW89	ACPS_CLOPS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CPR_0282	Clostridium perfringens (strain SM101 / Type A)	133
B8I3U1	ACPS_CLOCE	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Ccel_0030	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	134
Q3AU14	ACPS_CHLCH	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Cag_0235	Chlorobium chlorochromatii (strain CaD3)	118
Q1LKN5	ACPS_CUPMC	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rmet_2414	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	143
Q9HXZ2	ACCA_PSEAE	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PA3639	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	316
Q7V6D6	ACCA_PROMM	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PMT_1229	Prochlorococcus marinus (strain MIT 9313)	329
A7ZQ07	ACPS_ECO24	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS EcE24377A_2849	Escherichia coli O139:H28 (strain E24377A / ETEC)	126
B7MYJ4	ACPS_ECO81	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS ECED1_2992	Escherichia coli O81 (strain ED1a)	126
Q5HBI7	ACPS_EHRRW	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Erum3430 ERWE_CDS_03500	Ehrlichia ruminantium (strain Welgevonden)	123
C5B8X8	ACPS_EDWI9	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS NT01EI_3028	Edwardsiella ictaluri (strain 93-146)	126
Q8D8Y6	FABV1_VIBVU	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] 1 (ENR 1) (EC 1.3.1.9)	fabV1 VV1_2829	Vibrio vulnificus (strain CMCP6)	400
A7FPN5	ACCD_CLOB1	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD CLB_3675	Clostridium botulinum (strain ATCC 19397 / Type A)	289
B7UPB0	ACP_ECO27	reviewed	Acyl carrier protein (ACP)	acpP E2348C_1186	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	78
B2GAH2	ACCD_LACF3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD LAF_0318	Lactobacillus fermentum (strain NBRC 3956 / LMG 18251)	282
Q71Z94	ACCD_LISMF	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD LMOf2365_1595	Listeria monocytogenes serotype 4b (strain F2365)	294
Q83KA2	ACCD_SHIFL	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SF2392 S2527	Shigella flexneri	304
A5UAZ7	ACP_HAEIE	reviewed	Acyl carrier protein (ACP)	acpP CGSHiEE_02515	Haemophilus influenzae (strain PittEE)	76
B4T328	ACP_SALNS	reviewed	Acyl carrier protein (ACP)	acpP SNSL254_A1295	Salmonella newport (strain SL254)	78
B2IVE7	ACCD_NOSP7	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Npun_R2799	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	316
A1VYG1	ACCA_CAMJJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CJJ81176_0470	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176)	312
Q8KG09	ACCA_CHLTE	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CT0161	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	334
B7MP45	ACCA_ECO81	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA ECED1_0191	Escherichia coli O81 (strain ED1a)	319
Q7N1X9	ACPS_PHOLL	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS plu3336	Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	126
B7LW64	ACCA_ESCF3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA EFER_0208	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	319
A6GX95	ACCA_FLAPJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA FP0613	Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)	317
A6TVL0	ACPS_ALKMQ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Amet_4147	Alkaliphilus metalliredigens (strain QYMF)	122
Q5E3F5	ACCA_ALIF1	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA VF_1946	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	319
O67260	ACCA_AQUAE	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA aq_1206	Aquifex aeolicus (strain VF5)	323
Q0A9A0	ACCD_ALKEH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Mlg_1238	Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)	311
Q68WF9	ACPS_RICTY	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RT0566	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	128
P9WPP2	CP124_MYCTO	reviewed	Methyl-branched lipid omega-hydroxylase (EC 1.14.15.14) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 124) (Steroid C26-monooxygenase) (EC 1.14.15.28) (Steroid C27-monooxygenase)	cyp124 MT2328	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	428
B7J0U9	ACPS_BORBZ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BbuZS7_0010	Borrelia burgdorferi (strain ZS7)	124
